sample_name	sample_type	cell_source	sample_source	pmid	data_repository	data_repository_sample_id	study_specific_donor_id	donor_sex	cell_type	condition_label	perturbation	lineage	immunophenotype	bio_sample	bio_group	tech_rep	assay	tss_score	peak_count	frip	dedup_aligned_reads	sample_for_ABC_peak_calls
Donor3_MD-Macrophage	Monocyte in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	NCBI GEO	SRR14240811	Donor3	male	Macrophage	Monocyte-derived macrophage	Unperturbed	Macrophage Myeloid	NA	Donor3_MD-Macrophage	MD-Macrophage	rep1	ATAC-Seq	13.8	279695	0.25	55856395	FALSE
Donor4_Activated_MD-Macrophage_22h_LPS	Monocyte in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	NCBI GEO	SRR14240812	Donor4	male	Macrophage	Activated Monocyte-derived macrophage	Activated: 22h LPS	Macrophage Myeloid	NA	Donor4_Activated_MD-Macrophage_22h_LPS	Activated_MD-Macrophage_LPS	rep1	ATAC-Seq	15	163907	0.26	39300828	FALSE
Donor4_Activated_MD-Macrophage_6h_LPS	Monocyte in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	NCBI GEO	SRR14240813	Donor4	male	Macrophage	Activated Monocyte-derived macrophage	Activated: 6h LPS	Macrophage Myeloid	NA	Donor4_Activated_MD-Macrophage_6h_LPS	Activated_MD-Macrophage_LPS	rep1	ATAC-Seq	16.1	161668	0.27	37583097	FALSE
Donor4_MD-Macrophage	Monocyte in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	NCBI GEO	SRR14240814	Donor4	male	Macrophage	Monocyte-derived macrophage	Unperturbed	Macrophage Myeloid	NA	Donor4_MD-Macrophage	MD-Macrophage	rep1	ATAC-Seq	18.9	160935	0.35	38559953	TRUE
Donor5_Activated_MD-Macrophage_22h_LPS	Monocyte in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	NCBI GEO	SRR14240815	Donor5	male	Macrophage	Activated Monocyte-derived macrophage	Activated: 22h LPS	Macrophage Myeloid	NA	Donor5_Activated_MD-Macrophage_22h_LPS	Activated_MD-Macrophage_LPS	rep1	ATAC-Seq	11.4	224407	0.21	36885803	FALSE
Donor5_Activated_MD-Macrophage_6h_LPS	Monocyte in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	NCBI GEO	SRR14240816	Donor5	male	Macrophage	Activated Monocyte-derived macrophage	Activated: 6h LPS	Macrophage Myeloid	NA	Donor5_Activated_MD-Macrophage_6h_LPS	Activated_MD-Macrophage_LPS	rep1	ATAC-Seq	18.6	167687	0.37	37150215	TRUE
Donor5_MD-Macrophage	Monocyte in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	NCBI GEO	SRR14240817	Donor5	male	Macrophage	Monocyte-derived macrophage	Unperturbed	Macrophage Myeloid	NA	Donor5_MD-Macrophage	MD-Macrophage	rep1	ATAC-Seq	13.4	185760	0.23	37185628	FALSE
Donor6_Activated_MD-Macrophage_22h_LPS	Monocyte in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	NCBI GEO	SRR14240818	Donor6	male	Macrophage	Activated Monocyte-derived macrophage	Activated: 22h LPS	Macrophage Myeloid	NA	Donor6_Activated_MD-Macrophage_22h_LPS	Activated_MD-Macrophage_LPS	rep1	ATAC-Seq	15.3	176792	0.25	40585517	FALSE
Donor6_Activated_MD-Macrophage_6h_LPS	Monocyte in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	NCBI GEO	SRR14240819	Donor6	male	Macrophage	Activated Monocyte-derived macrophage	Activated: 6h LPS	Macrophage Myeloid	NA	Donor6_Activated_MD-Macrophage_6h_LPS	Activated_MD-Macrophage_LPS	rep1	ATAC-Seq	18.1	186424	0.32	33597325	FALSE
Donor6_MD-Macrophage	Monocyte in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	NCBI GEO	SRR14240820	Donor6	male	Macrophage	Monocyte-derived macrophage	Unperturbed	Macrophage Myeloid	NA	Donor6_MD-Macrophage	MD-Macrophage	rep1	ATAC-Seq	15.2	200280	0.24	60991542	FALSE
Donor1_GCB-DZ	FACS isolated primary cell	Tonsil germinal center	Doane_2021_Nature_Immunology	34556886	NCBI GEO	SRR12802399	Donor1	male	GCB Centroblast	GCB Centroblast	Unperturbed	B Lymphoid	CD20+CD44-CD10+CXCR4+	Donor1_GCB-DZ	B_Centroblast	rep1	ATAC-Seq	5.9	379703	0.15	67497562	FALSE
Donor2_GCB-DZ	FACS isolated primary cell	Tonsil germinal center	Doane_2021_Nature_Immunology	34556886	NCBI GEO	SRR12802400	Donor2	female	GCB Centroblast	GCB Centroblast	Unperturbed	B Lymphoid	CD20+CD44-CD10+CXCR4+	Donor2_GCB-DZ	B_Centroblast	rep1	ATAC-Seq	16	324264	0.32	97099130	TRUE
Donor3_GCB-DZ	FACS isolated primary cell	Tonsil germinal center	Doane_2021_Nature_Immunology	34556886	NCBI GEO	SRR12802401	Donor3	female	GCB Centroblast	GCB Centroblast	Unperturbed	B Lymphoid	CD20+CD44-CD10+CXCR4+	Donor3_GCB-DZ	B_Centroblast	rep1	ATAC-Seq	15.3	306184	0.31	53130372	FALSE
Donor4_GCB-DZ	FACS isolated primary cell	Tonsil germinal center	Doane_2021_Nature_Immunology	34556886	NCBI GEO	SRR12802409	Donor4	male	GCB Centroblast	GCB Centroblast	Unperturbed	B Lymphoid	CD20+CD44-CD10+CXCR4+	Donor4_GCB-DZ	B_Centroblast	rep1	ATAC-Seq	9.3	417479	0.14	125650831	FALSE
Donor5_GCB-DZ	FACS isolated primary cell	Tonsil germinal center	Doane_2021_Nature_Immunology	34556886	NCBI GEO	SRR12802410	Donor5	male	GCB Centroblast	GCB Centroblast	Unperturbed	B Lymphoid	CD20+CD44-CD10+CXCR4+	Donor5_GCB-DZ	B_Centroblast	rep1	ATAC-Seq	9.8	367679	0.15	63726845	FALSE
Donor6_GCB-DZ	FACS isolated primary cell	Tonsil germinal center	Doane_2021_Nature_Immunology	34556886	NCBI GEO	SRR12802413	Donor6	male	GCB Centroblast	GCB Centroblast	Unperturbed	B Lymphoid	CD20+CD44-CD10+CXCR4+	Donor6_GCB-DZ	B_Centroblast	rep1	ATAC-Seq	14.1	276028	0.24	45470756	FALSE
Donor7_GCB-DZ	FACS isolated primary cell	Tonsil germinal center	Doane_2021_Nature_Immunology	34556886	NCBI GEO	SRR12802415	Donor7	male	GCB Centroblast	GCB Centroblast	Unperturbed	B Lymphoid	CD20+CD44-CD10+CXCR4+	Donor7_GCB-DZ	B_Centroblast	rep1	ATAC-Seq	13	334162	0.17	62324643	FALSE
Donor1_GCB-LZ	FACS isolated primary cell	Tonsil germinal center	Doane_2021_Nature_Immunology	34556886	NCBI GEO	SRR12802402	Donor1	male	GCB Centrocyte	GCB Centrocyte	Unperturbed	B Lymphoid	CD20+CD44-CD10+CXCR4-	Donor1_GCB-LZ	B_Centrocyte	rep1	ATAC-Seq	7.1	341012	0.12	42597025	FALSE
Donor2_GCB-LZ	FACS isolated primary cell	Tonsil germinal center	Doane_2021_Nature_Immunology	34556886	NCBI GEO	SRR12802403	Donor2	female	GCB Centrocyte	GCB Centrocyte	Unperturbed	B Lymphoid	CD20+CD44-CD10+CXCR4-	Donor2_GCB-LZ	B_Centrocyte	rep1	ATAC-Seq	15.2	333222	0.34	80812477	TRUE
Donor3_GCB-LZ	FACS isolated primary cell	Tonsil germinal center	Doane_2021_Nature_Immunology	34556886	NCBI GEO	SRR12802404	Donor3	female	GCB Centrocyte	GCB Centrocyte	Unperturbed	B Lymphoid	CD20+CD44-CD10+CXCR4-	Donor3_GCB-LZ	B_Centrocyte	rep1	ATAC-Seq	12	342824	0.25	52251173	FALSE
D206_PreB	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325466	D206	male	PreB	PreB	Unperturbed	B Lymphoid	CD34-CD38+CD10+CD19+CD79b-IgM-IgD-	D206_PreB	PreB	rep1	ATAC-Seq	17	242826	0.14	129343207	FALSE
D210_PreB	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325468	D210	male	PreB	PreB	Unperturbed	B Lymphoid	CD34-CD38+CD10+CD19+CD79b-IgM-IgD-	D210_PreB	PreB	rep1	ATAC-Seq	16.8	297465	0.12	115353866	FALSE
D212_PreB	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325473	D212	female	PreB	PreB	Unperturbed	B Lymphoid	CD34-CD38+CD10+CD19+CD79b-IgM-IgD-	D212_PreB	PreB	rep1	ATAC-Seq	18.9	335646	0.23	212268375	FALSE
D211_PreB	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325484	D211	male	PreB	PreB	Unperturbed	B Lymphoid	CD34-CD38+CD10+CD19+CD79b-IgM-IgD-	D211_PreB	PreB	rep1	ATAC-Seq	17.4	393714	0.24	215632962	FALSE
D213_PreB	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325493	D213	female	PreB	PreB	Unperturbed	B Lymphoid	CD34-CD38+CD10+CD19+CD79b-IgM-IgD-	D213_PreB	PreB	rep1	ATAC-Seq	16.1	375284	0.3	111787459	FALSE
D215_PreB	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325494	D215	male	PreB	PreB	Unperturbed	B Lymphoid	CD34-CD38+CD10+CD19+CD79b-IgM-IgD-	D215_PreB	PreB	rep1	ATAC-Seq	16.4	363949	0.27	165161634	FALSE
D202_PreB	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325523	D202	female	PreB	PreB	Unperturbed	B Lymphoid	CD34-CD38+CD10+CD19+CD79b-IgM-IgD-	D202_PreB	PreB	rep1	ATAC-Seq	20.9	242668	0.19	124413805	TRUE
D214_PreB	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325535	D214	female	PreB	PreB	Unperturbed	B Lymphoid	CD34-CD38+CD10+CD19+CD79b-IgM-IgD-	D214_PreB	PreB	rep1	ATAC-Seq	19.4	296675	0.2	129731755	FALSE
D201_PreB	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325551	D201	male	PreB	PreB	Unperturbed	B Lymphoid	CD34-CD38+CD10+CD19+CD79b-IgM-IgD-	D201_PreB	PreB	rep1	ATAC-Seq	15.7	285549	0.09	198715538	FALSE
D200_PreB	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325558	D200	male	PreB	PreB	Unperturbed	B Lymphoid	CD34-CD38+CD10+CD19+CD79b-IgM-IgD-	D200_PreB	PreB	rep1	ATAC-Seq	16.6	338927	0.21	101717388	FALSE
D206_ProB	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325470	D206	male	ProB	ProB	Unperturbed	B Lymphoid	CD34+CD38+CD10+CD19+CD79b-IgM-IgD-	D206_ProB	ProB	rep1	ATAC-Seq	16.5	364871	0.28	148745548	FALSE
D212_ProB	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325472	D212	female	ProB	ProB	Unperturbed	B Lymphoid	CD34+CD38+CD10+CD19+CD79b-IgM-IgD-	D212_ProB	ProB	rep1	ATAC-Seq	16.8	424990	0.24	229491026	FALSE
D211_ProB	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325483	D211	male	ProB	ProB	Unperturbed	B Lymphoid	CD34+CD38+CD10+CD19+CD79b-IgM-IgD-	D211_ProB	ProB	rep1	ATAC-Seq	16.5	402502	0.21	210599102	FALSE
D210_ProB	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325489	D210	male	ProB	ProB	Unperturbed	B Lymphoid	CD34+CD38+CD10+CD19+CD79b-IgM-IgD-	D210_ProB	ProB	rep1	ATAC-Seq	13.4	365169	0.27	85584667	FALSE
D200_ProB	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325520	D200	male	ProB	ProB	Unperturbed	B Lymphoid	CD34+CD38+CD10+CD19+CD79b-IgM-IgD-	D200_ProB	ProB	rep1	ATAC-Seq	17.3	365699	0.18	161501530	TRUE
D202_ProB	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325532	D202	female	ProB	ProB	Unperturbed	B Lymphoid	CD34+CD38+CD10+CD19+CD79b-IgM-IgD-	D202_ProB	ProB	rep1	ATAC-Seq	16.7	338108	0.12	161605253	FALSE
D214_ProB	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325536	D214	female	ProB	ProB	Unperturbed	B Lymphoid	CD34+CD38+CD10+CD19+CD79b-IgM-IgD-	D214_ProB	ProB	rep1	ATAC-Seq	15.9	400617	0.21	184745225	FALSE
D213_ProB	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325539	D213	female	ProB	ProB	Unperturbed	B Lymphoid	CD34+CD38+CD10+CD19+CD79b-IgM-IgD-	D213_ProB	ProB	rep1	ATAC-Seq	16.9	384606	0.25	166088379	FALSE
D201_ProB	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325554	D201	male	ProB	ProB	Unperturbed	B Lymphoid	CD34+CD38+CD10+CD19+CD79b-IgM-IgD-	D201_ProB	ProB	rep1	ATAC-Seq	14.6	335282	0.11	244948680	FALSE
D215_ProB	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325555	D215	male	ProB	ProB	Unperturbed	B Lymphoid	CD34+CD38+CD10+CD19+CD79b-IgM-IgD-	D215_ProB	ProB	rep1	ATAC-Seq	15.5	423001	0.27	186636948	FALSE
D206_Immature_B	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325467	D206	male	Immature B	Immature B	Unperturbed	B Lymphoid	CD34-CD38+CD10+CD19+CD79b+IgM+IgD-	D206_Immature_B	Immature_B	rep1	ATAC-Seq	18.5	281816	0.26	107128840	FALSE
D211_Immature_B	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325476	D211	male	Immature B	Immature B	Unperturbed	B Lymphoid	CD34-CD38+CD10+CD19+CD79b+IgM+IgD-	D211_Immature_B	Immature_B	rep1	ATAC-Seq	19.5	354862	0.26	140259939	FALSE
D202_Immature_B	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325521	D202	female	Immature B	Immature B	Unperturbed	B Lymphoid	CD34-CD38+CD10+CD19+CD79b+IgM+IgD-	D202_Immature_B	Immature_B	rep1	ATAC-Seq	17.4	245954	0.16	95684870	FALSE
D213_Immature_B	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325531	D213	female	Immature B	Immature B	Unperturbed	B Lymphoid	CD34-CD38+CD10+CD19+CD79b+IgM+IgD-	D213_Immature_B	Immature_B	rep1	ATAC-Seq	19.9	255222	0.39	39110302	TRUE
D214_Immature_B	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325534	D214	female	Immature B	Immature B	Unperturbed	B Lymphoid	CD34-CD38+CD10+CD19+CD79b+IgM+IgD-	D214_Immature_B	Immature_B	rep1	ATAC-Seq	18.9	291252	0.22	86233098	FALSE
D212_Immature_B	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325547	D212	female	Immature B	Immature B	Unperturbed	B Lymphoid	CD34-CD38+CD10+CD19+CD79b+IgM+IgD-	D212_Immature_B	Immature_B	rep1	ATAC-Seq	15.8	309937	0.2	121094530	FALSE
D201_Immature_B	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325552	D201	male	Immature B	Immature B	Unperturbed	B Lymphoid	CD34-CD38+CD10+CD19+CD79b+IgM+IgD-	D201_Immature_B	Immature_B	rep1	ATAC-Seq	11.8	367986	0.12	151923051	FALSE
D210_Immature_B	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325559	D210	male	Immature B	Immature B	Unperturbed	B Lymphoid	CD34-CD38+CD10+CD19+CD79b+IgM+IgD-	D210_Immature_B	Immature_B	rep1	ATAC-Seq	16.7	196081	0.32	16505219	FALSE
D200_Immature_B	FACS isolated primary cell	Bone marrow mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325560	D200	male	Immature B	Immature B	Unperturbed	B Lymphoid	CD34-CD38+CD10+CD19+CD79b+IgM+IgD-	D200_Immature_B	Immature_B	rep1	ATAC-Seq	17.9	264742	0.2	89278251	FALSE
D211_Transitional_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325504	D211	male	Transitional B	Transitional B	Unperturbed	B Lymphoid	CD19+CD5+CD20++CD24++CD27-CD38+CD3-	D211_Transitional_B	Transitional_B	rep1	ATAC-Seq	18.8	300067	0.27	74960010	FALSE
D206_Transitional_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325507	D206	male	Transitional B	Transitional B	Unperturbed	B Lymphoid	CD19+CD5+CD20++CD24++CD27-CD38+CD3-	D206_Transitional_B	Transitional_B	rep1	ATAC-Seq	14.1	277794	0.11	52504081	FALSE
D201_Transitional_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325518	D201	male	Transitional B	Transitional B	Unperturbed	B Lymphoid	CD19+CD5+CD20++CD24++CD27-CD38+CD3-	D201_Transitional_B	Transitional_B	rep1	ATAC-Seq	19.3	233801	0.07	129149049	FALSE
D202_Transitional_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325522	D202	female	Transitional B	Transitional B	Unperturbed	B Lymphoid	CD19+CD5+CD20++CD24++CD27-CD38+CD3-	D202_Transitional_B	Transitional_B	rep1	ATAC-Seq	19.8	193952	0.28	40372972	FALSE
D213_Transitional_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325529	D213	female	Transitional B	Transitional B	Unperturbed	B Lymphoid	CD19+CD5+CD20++CD24++CD27-CD38+CD3-	D213_Transitional_B	Transitional_B	rep1	ATAC-Seq	20.1	259803	0.33	63697424	FALSE
D214_Transitional_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325533	D214	female	Transitional B	Transitional B	Unperturbed	B Lymphoid	CD19+CD5+CD20++CD24++CD27-CD38+CD3-	D214_Transitional_B	Transitional_B	rep1	ATAC-Seq	20.8	230215	0.29	47514303	FALSE
D200_Transitional_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325546	D200	male	Transitional B	Transitional B	Unperturbed	B Lymphoid	CD19+CD5+CD20++CD24++CD27-CD38+CD3-	D200_Transitional_B	Transitional_B	rep1	ATAC-Seq	21.5	235479	0.26	88121699	TRUE
D212_Transitional_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325550	D212	female	Transitional B	Transitional B	Unperturbed	B Lymphoid	CD19+CD5+CD20++CD24++CD27-CD38+CD3-	D212_Transitional_B	Transitional_B	rep1	ATAC-Seq	20	254151	0.37	35223861	FALSE
D215_Transitional_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325556	D215	male	Transitional B	Transitional B	Unperturbed	B Lymphoid	CD19+CD5+CD20++CD24++CD27-CD38+CD3-	D215_Transitional_B	Transitional_B	rep1	ATAC-Seq	20.6	261190	0.34	55922306	FALSE
D210_Transitional_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Planell_2025_Science_Advances	41071881	EGA	EGAN00004325561	D210	male	Transitional B	Transitional B	Unperturbed	B Lymphoid	CD19+CD5+CD20++CD24++CD27-CD38+CD3-	D210_Transitional_B	Transitional_B	rep1	ATAC-Seq	17	245217	0.4	27303329	FALSE
