PSMC5|NM_002805
PSMC5|NM_001199163
HELZ|NM_014877
NOL11|NM_001303272
NOL11|NM_015462
PRKAR1A|NM_001278433
PRKAR1A|NM_212471
PRKAR1A|NM_001369389
PRKAR1A|NM_001276289
PRKAR1A|NM_002734
PRKAR1A|NM_001369390
PRKAR1A|NM_001276290
COG1|NM_018714
NUP85|NM_001330472
NUP85|NM_001303276
NUP85|NM_024844
MRPS7|NM_015971
WBP2|NM_001330499
WBP2|NM_001348170
SRP68|NM_001260503
SRP68|NM_014230
SRP68|NM_001260502
PRPSAP1|NM_001330503
PRPSAP1|NM_001366236
EIF4A3|NM_014740
NPLOC4|NM_017921
HGS|NM_004712
ARHGDIA|NM_001185077
ARHGDIA|NM_001185078
CSNK1D|NM_001893
USP14|NM_001037334
NDUFV2|NM_021074
VAPA|NM_003574
GALNT1|NM_001384438
GALNT1|NM_001384442
GALNT1|NM_001384443
IER3IP1|NM_016097
CXXC1|NM_014593
TXNL1|NM_004786
TXNL4A|NM_001305557
TXNL4A|NM_001305564
POLR2E|NM_002695
POLR2E|NM_001316324
PLEKHJ1|NM_018049
OAZ1|NM_001301020
EEF2|NM_001961
SIRT6|NM_001321064
SIRT6|NM_001193285
GPR108|NM_020171
GPR108|NM_001080452
ELAVL1|NM_001419
UBL5|NM_001048241
DNASE2|NM_001375
CALR|NM_004343
STX10|NM_001271611
C19orf53|NM_014047
FAM32A|NM_014077
SLC35E1|NM_024881
LSM4|NM_012321
POP4|NM_006627
PEPD|NM_001166056
LSM14A|NM_001384427
GPI|NM_001289789
GPI|NM_001329909
GPI|NM_001329911
TMEM147|NM_001242597
COX6B1|NM_001863
POLR2I|NM_006233
TBCB|NM_001281
TBCB|NM_001300971
CAPNS1|NM_001749
CAPNS1|NM_001302633
PSMD8|NM_002812
ECH1|NM_001398
SIRT2|NM_030593
SIRT2|NM_001193286
SUPT5H|NM_001130825
SUPT5H|NM_001319991
SUPT5H|NM_003169
ITPKC|NM_025194
SNRPA|NM_004596
EGLN2|NM_080732
EGLN2|NM_053046
GSK3A|NM_019884
TOMM40|NM_001128916
TOMM40|NM_006114
SNRPD2|NM_001369752
SNRPD2|NM_177542
SNRPD2|NM_004597
AP2S1|NM_001301076
AP2S1|NM_001301081
SAE1|NM_005500
PIH1D1|NM_017916
PRMT1|NM_198318
PPP2R1A|NM_014225
PPP2R1A|NM_001363656
RPS5|NM_001009
TRIM28|NM_005762
CHMP2A|NM_198426
RBCK1|NM_001323960
RBCK1|NM_031229
TBC1D20|NM_144628
SNRPB|NM_198216
IDH3B|NM_001330763
IDH3B|NM_001258384
SNRPB2|NM_003092
ASXL1|NM_015338
ASXL1|NM_001164603
ASXL1|NM_001363734
EIF2S2|NM_001316363
AHCY|NM_001322085
AHCY|NM_000687
AHCY|NM_001161766
NCOA6|NM_001242539
NCOA6|NM_001318240
NCOA6|NM_014071
ERGIC3|NM_015966
RBM39|NM_001323423
SCAND1|NM_033630
SCAND1|NM_016558
SCAND1|NM_001385710
RPN2|NM_001324304
RPN2|NM_001324303
SERINC3|NM_006811
SERINC3|NM_198941
YWHAB|NM_003404
PIGT|NM_001184728
STAU1|NM_017453
STAU1|NM_001319134
STAU1|NM_001319135
DDX27|NM_001348187
B4GALT5|NM_004776
PTPN1|NM_001278618
PTPN1|NM_002827
ADNP|NM_001282532
ADNP|NM_001282531
DPM1|NM_003859
DPM1|NM_001317036
PSMA7|NM_002792
YTHDF1|NM_017798
U2AF1|NM_001025203
USP25|NM_001283041
USP25|NM_013396
CCT8|NM_006585
CCT8|NM_001282909
SON|NM_001291412
SUMO3|NM_006936
SUMO3|NM_001286416
COMT|NM_001362828
COMT|NM_001135161
COMT|NM_001135162
COMT|NM_007310
LZTR1|NM_006767
MIF|NM_002415
PITPNB|NM_001284278
PITPNB|NM_012399
PITPNB|NM_001284277
EWSR1|NM_013986
SF3A1|NM_005877
FBXO7|NM_012179
FBXO7|NM_001033024
TXN2|NM_012473
DDX17|NM_001098504
ATF4|NM_001675
ATF4|NM_182810
ADSL|NM_001123378
XRCC6|NM_001288978
XRCC6|NM_001469
NDUFA6|NM_002490
POLDIP3|NM_178136
POLDIP3|NM_001278657
PACSIN2|NM_007229
PACSIN2|NM_001349973
PACSIN2|NM_001184971
PACSIN2|NM_001349968
PACSIN2|NM_001349970
PACSIN2|NM_001184970
PACSIN2|NM_001349971
ATXN10|NM_001167621
ATXN10|NM_013236
CERK|NM_022766
RBBP7|NM_001198719
RBBP7|NM_002893
MID1IP1|NM_001098791
MID1IP1|NM_001098790
USP9X|NM_001039591
NDUFB11|NM_001135998
NDUFB11|NM_019056
ARAF|NM_001256196
ARAF|NM_001654
UXT|NM_004182
FTSJ1|NM_001282157
FTSJ1|NM_012280
TIMM17B|NM_005834
WDR45|NM_001029896
WDR45|NM_007075
MAGED1|NM_001005332
MAGED1|NM_001005333
HSD17B10|NM_004493
HSD17B10|NM_001037811
HUWE1|NM_031407
NONO|NM_001145410
NONO|NM_007363
OGT|NM_181673
PGK1|NM_000291
MORF4L2|NM_012286
MORF4L2|NM_001142418
MORF4L2|NM_001142432
SLC25A5|NM_001152
UBE2A|NM_001282161
RBMX|NM_002139
CD99L2|NM_031462
CD99L2|NM_001184808
BCAP31|NM_001139457
BCAP31|NM_001139441
BCAP31|NM_005745
BCAP31|NM_001256447
IRAK1|NM_001025243
ATP6AP1|NM_001183
FAM50A|NM_004699
FUNDC2|NM_023934
